,sentID,sent,words,countWords,countVerbs,repatingSeq,repatingNouns
390,mbh03_14465.xml,"m1s,x3s,m1s,m1s,m3p,m3p,n3p,x2s,i,pop[1] a3s,i","yaH,mayA,arTI,sa,mftakEH,maRqUkEH,upAyanEH,mAm,upa,tizWet,iti",11,1,"{'i': [8, 10], 'm1s': [0, 2, 3], 'm3p': [4, 5]}","{'instrumental': [3, 4, 5], 'nominative': [0, 1, 2]}"
391,mbh03_14661.xml,"iic,m1s,ipv[2] a2s,i","a,vyagraH,yAhi,iti",4,1,{},{}
393,mbh12_13951.xml,"m2s,m1s,i,iic,iic,i,m1s,m2s,i,pop[5] a3s","gurum,yaH,tu,sam,A,rADya,dvijaH,vedam,ava,ApnuyAt",10,1,"{'i': [2, 5, 8], 'm1s': [1, 6], 'iic': [3, 4], 'm2s': [0, 7]}","{'accusative': [0, 3], 'nominative': [1, 2]}"
394,mbh12_26149.xml,"i,i,ipf[1] a3s,m1s,i,iic,iic,n2s","aTa,A,agacCat,somaH,tatra,hiraRya,saraH,tIrTam",8,1,"{'i': [0, 1, 4], 'iic': [5, 6]}",{}
395,mbh12_26061.xml,"m1p,i,i,ipf[1] m3p,iic,m6p","mantrAH,na,pra,avartanta,mahA,fzIRAm",6,1,"{'i': [1, 2]}",{}
396,mbh12_25988.xml,"m1s,m1s,iic,n2p,iic,iic,i,m2p,cau pre a3s","agniH,vizRuH,sarva,BUtAni,anu,pra,viSya,prARAn,DArayati",9,1,"{'m1s': [0, 1], 'iic': [2, 4, 5]}","{'accusative': [2, 3], 'nominative': [0, 1]}"
398,mbh12_26092.xml,"i,m2s,iic,iic,m2s,cau ipf a3s","tatra,indram,bisa,granTi,gatam,adarSayat",6,1,"{'iic': [2, 3], 'm2s': [1, 4]}","{'accusative': [0, 1]}"
400,mbh12_25968.xml,"m7s,m7s,pre[3] a3s,i,i,pre[2] a1s","dIpyamAne,agnO,juhoti,iti,kftvA,bravImi",6,2,"{'m7s': [0, 1], 'i': [3, 4]}","{'locative': [0, 1]}"
401,mbh03_14577.xml,"n2s,i,m6s,n2s,m1s,m1s,m2s,prf a3s,m5s","etat,SrutvA,vAmadevasya,vAkyam,sa,pArTivaH,sUtam,uvAca,rozAt",9,1,"{'n2s': [0, 3], 'm1s': [4, 5]}","{'accusative': [0, 2, 5], 'nominative': [3, 4]}"
402,mbh12_26088.xml,"prf a3s,i,f2s,f1s,pre[2] a1s,x3s,iic,f1s,iic,f1s","uvAca,ca,enAm,iyam,asmi,tvayA,upa,hUtA,upa,sTitA",10,2,"{'f1s': [3, 7, 9], 'iic': [6, 8]}","{'nominative': [1, 2, 3]}"
403,mbh12_13902.xml,"pre p3s,i,m1s,iic,m1s,m1s,m1s,m1s,pre[1] a3s","SrUyate,ca,BagavAn,triloka,kft,brahmA,praBuH,ekAkI,tizWati",9,2,"{'m1s': [2, 4, 5, 6, 7]}","{'nominative': [0, 1, 2, 3, 4]}"
404,mbh12_26150.xml,"i,i,x6s,n2s,ipf[8] a3s","gatvA,ca,AtmanaH,snapanam,akarot",5,1,"{'i': [0, 1]}",{}
405,mbh03_14435.xml,"m3s,x1s,f1s,x3s,i","samayena,aham,SakyA,tvayA,labDum",5,0,{},{}
406,mbh12_13936.xml,"n1s,pre p3s,n1s,n2s,n2s,pre p3s","yAdfSam,dIyate,dAnam,tAdfSam,Palam,Apyate",6,1,"{'n2s': [3, 4], 'n1s': [0, 2], 'pre p3s': [1, 5]}","{'accusative': [2, 3], 'nominative': [0, 1]}"
407,mbh03_14587.xml,"i,ipv p3s,m1s,iic,m1s,ipv[4] m2p,x6s,n2s,i,iic,mvp","A,nIyatAm,aparaH,tigma,tejAH,paSyaDvam,me,vIryam,adya,kziti,ISAH",11,2,"{'i': [0, 8], 'm1s': [2, 4], 'iic': [3, 9]}","{'nominative': [0, 1]}"
408,mbh12_26138.xml,"f5p,m4s,n1s,i,ipf[2] a3s,ipv[1] a2s,m4s,ipv[1] a2s,m4s,iic,f2s,m4s","tAByaH,kaSyapAya,trayodaSa,pra,adAt,daSa,DarmAya,daSa,manave,sapta,viMSatim,indave",12,2,"{'m4s': [1, 6, 8, 11], 'ipv[1] a2s': [5, 7]}","{'dative': [1, 3, 4, 6]}"
409,mbh03_14575.xml,"m2s,m2s,m6p,i,m2s,i,mvs,iic,m7p,n1s","dalam,rAjAnam,brAhmaRAnAm,hi,deyam,evam,rAjan,sarva,Darmezu,dfzwam",10,0,"{'i': [3, 5], 'm2s': [0, 1, 4]}","{'accusative': [0, 1, 3]}"
410,mbh12_25940.xml,"i,i,m7s,pre[1] a3s","api,hi,purARe,Bavati",4,1,"{'i': [0, 1]}",{}
411,mbh03_14632.xml,"m7s,m1s,n1s,m1s,i,i","tasmin,nAqIjaNGaH,nAma,bakaH,prati,vasati",6,0,"{'i': [4, 5], 'm1s': [1, 3]}","{'nominative': [1, 2, 3]}"
412,mbh12_25969.xml,"iic,m1s,m1s,n3s,n2p,i,iic,i,n2s,cau pre p3s,i","BUta,sargaH,kftaH,brahmaRA,BUtAni,ca,prati,sTApya,trElokyam,DAryate,iti",11,1,"{'i': [5, 7, 10], 'm1s': [1, 2], 'iic': [0, 6]}","{'accusative': [3, 4], 'nominative': [0, 1]}"
413,mbh12_13963.xml,"m1s,i,n2s,m4s,n2s,iic,i,pre[1] a3s","sa,dattvA,duzkftam,tasmE,puRyam,A,dAya,gacCati",8,1,"{'i': [1, 6], 'n2s': [2, 4]}","{'accusative': [1, 3]}"
414,mbh03_14665.xml,"pre[1] a3s,i,m2p,m2p,iic,m1s,m1s,pre p3s","patati,eva,aDamAn,lokAn,yAvat,SabdaH,sa,kIrtyate",8,2,"{'m1s': [5, 6], 'm2p': [2, 3]}","{'accusative': [0, 1], 'nominative': [2, 3]}"
415,mbh12_26095.xml,"n1s,i,x2s,f1s,iic,i,i,aor[a] a3s,f1s,f1s,i","nazwam,hi,mAm,iyam,anu,izya,upa,agamat,duHKA,ArtA,iti",11,1,"{'i': [1, 5, 6, 10], 'f1s': [3, 8, 9]}","{'nominative': [0, 1, 2, 3]}"
416,mbh12_26010.xml,"i,m1s,f6p,prf a3s","aTa,bfhaspatiH,apAm,cukroDa",4,1,{},{}
417,mbh12_26057.xml,"f7s,iic,f7s,iic,f7s,n5s,m1s,iic,n2s,iic,i,f7p,f2s,f2s,iic,iic,f2s,f2s,i,prf m3s","tasyAm,dvEDI,BUtAyAm,brahma,vaDyAyAm,Bayat,indraH,deva,rAjyam,pari,tyajya,apsu,samBavAm,SItalAm,mAnasa,saraH,gatAm,nalinIm,pra,pede",20,1,"{'i': [10, 18], 'f2s': [12, 13, 16, 17], 'iic': [1, 3, 7, 9, 14, 15], 'f7s': [0, 2, 4]}","{'accusative': [5, 7, 8, 9, 10], 'locative': [0, 1, 2, 6]}"
418,mbh12_13912.xml,"iic,iic,iic,m3p,i,pre p3p","viviDa,vyADi,gaRa,upatApEH,ava,kIryante",6,1,"{'iic': [0, 1, 2]}",{}
419,mbh12_26019.xml,"i,m2s,iic,n2s,iic,m2s,f1s,prf a3s","aTa,viSvarUpam,nandana,vanam,upa,gatam,mAtA,uvAca",8,1,"{'iic': [2, 4], 'm2s': [1, 5]}","{'accusative': [0, 1, 2]}"
420,mbh12_26050.xml,"n2s,fut a2p,n2s,fut a1s,i","yat,vakzyaTa,tat,karizyAmi,iti",5,2,"{'n2s': [0, 2]}","{'accusative': [0, 1]}"
421,mbh12_13929.xml,"n6s,i,iic,n6s,iic,m6s,n6s,i","tapasaH,ca,su,taptasya,sva,aDyAyasya,hutasya,ca",8,0,"{'i': [1, 7], 'n6s': [0, 3, 6], 'iic': [2, 4]}","{'genitive': [0, 1, 2, 3]}"
422,mbh12_26136.xml,"m1s,m1s,m1s,ipf[1] a3s,iic,m1s","sa,mArtaRqaH,vivasvAn,aBavat,SrAdDa,devaH",6,1,"{'m1s': [0, 1, 2, 5]}","{'nominative': [0, 1, 2, 3]}"
423,mbh12_13979.xml,"m1s,i,f2s,iic,m1s,f2s,iic,iic,iic,f2s,pop[1] a3s","yaH,tu,etAm,ni,yataH,caryAm,brahma,fzi,vi,hitAm,caret",11,1,"{'f2s': [2, 5, 9], 'm1s': [0, 4], 'iic': [3, 6, 7, 8]}","{'accusative': [1, 3, 4], 'nominative': [0, 2]}"
424,mbh03_14469.xml,"iic,i,i,m2s,prf a3s","upa,itya,ca,enam,uvAca",5,1,"{'i': [1, 2]}",{}
425,mbh12_25979.xml,"i,i,m2s,n1s,iic,pre[1] a3s","na,vinA,puruzam,tapaH,sam,Bavati",6,1,"{'i': [0, 1]}",{}
426,mbh12_26066.xml,"m1s,x3p,n3p,n6p,n7s,m3p,iic,iic,m3p,iic,n2s,iic,prf a3s","nahuzaH,paYcaBiH,SatEH,jyotizAm,lalAwe,jvaladBiH,sarva,tejaH,harEH,tri,vizwapam,pAlayAm,baBUva",13,1,"{'iic': [6, 7, 9, 11], 'm3p': [5, 8]}","{'instrumental': [1, 4, 5]}"
427,mbh12_25976.xml,"m1s,i,m6p,m1s,m1s","agniH,hi,yajYAnAm,hotA,kartA",5,0,"{'m1s': [0, 3, 4]}","{'nominative': [0, 2, 3]}"
429,mbh03_14444.xml,"iic,n2s,iic,iic,i,i,f3s,i,m1s,pre[2] m3s","sva,nagaram,anu,pra,Apya,rahasi,tayA,saha,raman,Aste",10,1,"{'i': [4, 5, 7], 'iic': [0, 2, 3]}",{}
430,mbh12_26103.xml,"m6s,i,n2p,n2p,n6s,n2p,i,n2p,x3s","indrasya,hi,mahAnti,vAhanAni,manasaH,priyARi,aDi,rUQAni,mayA",9,0,"{'i': [1, 6], 'n2p': [2, 3, 5, 7]}","{'accusative': [1, 2, 4, 5], 'genitive': [0, 3]}"
431,mbh03_14621.xml,"iic,m7s,i,m7s,m1s","pra,kfzwe,ca,aDvani,himavAn",5,0,"{'m7s': [1, 3]}","{'locative': [0, 1]}"
432,mbh12_26137.xml,"m6s,i,f1p,f1s,ipf[2] a3p","dakzasya,vE,duhitaraH,zazwiH,Asan",5,1,{},"{'nominative': [1, 2]}"
433,mbh12_26028.xml,"f2p,i,i,n1s,n2s,m6s,ipf[1] a3s,f7p,i,f7p,i,i,m1s,ipf[1] a3s","tAH,ca,dfzwvA,manaH,kzuBitam,tasya,aBavat,tAsu,ca,apsaraHsu,nacirAt,eva,saktaH,aBavat",14,1,"{'i': [1, 2, 8, 10, 11], 'f7p': [7, 9], 'ipf[1] a3s': [6, 13]}","{'accusative': [0, 2], 'nominative': [1, 6], 'locative': [4, 5]}"
434,mbh03_14483.xml,"i,pre[1] a2s,mvs,x2s,iic,i,i","na,arhasi,vidvan,mAm,upa,rodDum,iti",7,1,"{'i': [0, 5, 6]}",{}
435,mbh12_26032.xml,"f1p,m2s,ipf[2] a3p","tAH,tam,abruvan",3,1,{},{}
436,mbh12_26063.xml,"n1s,i,n2s,prf a3s","brahma,ca,utsAdanam,jagAma",4,1,{},{}
437,mbh03_14487.xml,"x6s,f1s,f1s,f1s,n1s","mama,sA,duhitA,suSoBanA,nAma",5,0,"{'f1s': [1, 2, 3]}","{'nominative': [0, 1, 2, 3]}"
438,mbh12_26160.xml,"m1s,iic,iic,n2s,m1s,n1s,iic,m1s,i,ipf[1] a3s","nArAyaRaH,loka,hita,ArTam,vaqavAmuKaH,nAma,mahA,fziH,purA,aBavat",10,1,"{'m1s': [0, 4, 7], 'iic': [1, 2, 6]}","{'nominative': [0, 2, 3, 4]}"
439,mbh03_14484.xml,"m1s,n2s,n2s,iic,i,iic,iic,m1s,i,prf a3s","sa,tat,vAkyam,upa,laBya,vyaTita,indriya,manAH,pra,uvAca",10,1,"{'n2s': [1, 2], 'i': [4, 8], 'm1s': [0, 7], 'iic': [3, 5, 6]}","{'accusative': [1, 2], 'nominative': [0, 3]}"
440,mbh03_14488.xml,"f6s,n1s,n1s","tasyAH,dOHSIlyam,etat",3,0,"{'n1s': [1, 2]}","{'nominative': [1, 2]}"
441,mbh12_25977.xml,"m1s,i,m1s,n1s","sa,ca,agniH,brahma",4,0,"{'m1s': [0, 2]}","{'nominative': [0, 1, 2]}"
442,mbh03_14569.xml,"m3p,iic,m3p,m1s,m1s,m1s,i,prf a3s,n2s,n2s,i,i","tEH,SUla,hastEH,vaDyamAnaH,sa,rAjA,pra,uvAca,idam,vAkyam,uccEH,tadAnIm",12,1,"{'i': [6, 10, 11], 'n2s': [8, 9], 'm1s': [3, 4, 5], 'm3p': [0, 2]}","{'instrumental': [0, 1], 'accusative': [5, 6], 'nominative': [2, 3, 4]}"
443,mbh12_13973.xml,"m1s,n2p,iic,i,i,m6p,f2s,pop[5] a3s","sa,suKAni,anu,BUya,iha,SizwAnAm,gatim,ApnuyAt",8,1,"{'i': [3, 4]}","{'accusative': [1, 3]}"
444,mbh03_14481.xml,"m3p,iic,m3p,f1s,x6s,f1s","etEH,dur,AtmaBiH,priyA,me,BakzitA",6,0,"{'f1s': [3, 5], 'm3p': [0, 2]}","{'instrumental': [0, 1], 'nominative': [2, 3]}"
445,mbh12_13952.xml,"m6s,iic,iic,f1s,pre p3s,i,m6s,m2s","tasya,svarga,Pala,AptiH,siDyate,ca,asya,mAnasam",8,1,"{'m6s': [0, 6], 'iic': [1, 2]}","{'genitive': [0, 2]}"
447,mbh12_26065.xml,"i,m1p,m1p,i,m6s,m2s,m2s,n2s,iic,n7s,i,prf a3p","aTa,devAH,fzayaH,ca,AyuzaH,putram,nahuzam,nAma,deva,rAjatve,aBi,sizicuH",12,1,"{'i': [0, 3, 10], 'm1p': [1, 2], 'm2s': [5, 6]}","{'accusative': [3, 4, 5], 'nominative': [0, 1]}"
448,mbh12_25972.xml,"m1s,m7s,m7s,i","hitaH,deveBiH,mAnuze,jane,iti",4,0,"{'m7s': [1, 2]}","{'locative': [1, 2]}"
450,mbh12_13903.xml,"iic,m1s,i,iic,m7p,x2s,i,pre[3] a3s","brahma,cArI,na,kAma,suKezu,AtmAnam,ava,daDAti",8,1,"{'i': [2, 6], 'iic': [0, 3]}",{}
451,mbh03_14533.xml,"n3s,iic,i,m7s,m7s,m2s,ipf[2] a3s","manasA,niS,citya,mAsi,pUrRe,Sizyam,abravIt",7,1,"{'m7s': [3, 4]}","{'locative': [1, 2]}"
452,mbh12_26141.xml,"mvs,x7p,iic,f7p,m1s,f2s,i,pre[1] a3s,i","Bagavan,asmAsu,tulya,praBAvAsu,somaH,rohiRIm,aDikam,Bajati,iti",9,1,"{'i': [6, 8]}",{}
453,mbh12_26075.xml,"f2s,i,prf a3s,m1s","tAm,aTa,uvAca,nahuzaH",4,1,{},{}
454,mbh03_14532.xml,"i,n1s,i","aho,kazwam,iti",3,0,"{'i': [0, 2]}",{}
455,mbh12_26033.xml,"x1p,iic,f1p,f1p,m2s,m2s,i,m1s,pre[9] m1p,i","vayam,deva,striyaH,apsarasaH,indram,varadam,purA,praBavizRum,vfRImahe,iti",10,1,"{'i': [6, 9], 'f1p': [2, 3], 'm2s': [4, 5]}","{'accusative': [2, 3], 'nominative': [0, 1, 4]}"
456,mbh01_967.xml,"m1s,m6s,m3p,m1s,m1s,f6s,n1s,i,ipf[1] a3s","sa,janamejayasya,BrAtfBiH,aBihataH,rorUyamARaH,mAtuH,samIpam,upa,agacCat",9,1,"{'m1s': [0, 3, 4]}","{'genitive': [1, 5], 'nominative': [0, 3, 4, 6]}"
457,mbh03_14637.xml,"m1s,m2s,m2s,i,i,pre[9] a3s,i","BavAn,indradyumnam,rAjAnam,prati,aBi,jAnAti,iti",7,1,"{'i': [3, 4, 6], 'm2s': [1, 2]}","{'accusative': [1, 2]}"
458,mbh12_26045.xml,"m1s,ipv p3s,n2s,i,n2s,pop[3] a3s","sa,yAcyatAm,varam,yaTA,kalevaram,jahyAt",6,2,"{'n2s': [2, 4]}","{'accusative': [1, 2]}"
459,mbh03_14628.xml,"m1s,i,m1s,iic,m1s,m1s,i,m2s,m2s,ipf[2] a3s","saH,evam,uktaH,rAja,fziH,indradyumnaH,punar,tam,ulUkam,abravIt",10,1,"{'i': [1, 6], 'm1s': [0, 2, 4, 5], 'm2s': [7, 8]}","{'accusative': [4, 5], 'nominative': [0, 1, 2, 3]}"
460,mbh03_14638.xml,"m1s,i,m1s,ipf[2] a3s,n2s,i","saH,evam,uktaH,abravIt,muhUrtam,DyAtvA",6,1,"{'i': [1, 5], 'm1s': [0, 2]}","{'nominative': [0, 1]}"
461,mbh12_26073.xml,"f3s,x1s,iic,m1s,iic,iic,m1s,i","prakftyA,tvam,Darma,vatsalaH,soma,vaMSa,udBavaH,ca",8,0,"{'m1s': [3, 6], 'iic': [2, 4, 5]}","{'nominative': [1, 2]}"
462,mbh03_14675.xml,"i,m2p,ipf[2] a3s,m1s","aTa,enAn,abravIt,asO",4,1,{},{}
463,mbh12_25989.xml,"i,i,i,iic,m1p,m1p,pre[1] a3p","api,ca,atra,sanatkumAra,gItAH,SlokAH,Bavanti",7,1,"{'i': [0, 1, 2], 'm1p': [4, 5]}","{'nominative': [0, 1]}"
464,mbh01_7121.xml,"m6s,f1d,f1d,prf a3d","yayAteH,dve,BArye,baBUvatuH",4,1,"{'f1d': [1, 2]}","{'nominative': [1, 2]}"
465,mbh03_14639.xml,"i,i,pre[9] a1s,x1s,m2s,m2s,i","na,aBi,jAnAmi,aham,indradyumnam,rAjAnam,iti",7,1,"{'i': [0, 1, 6], 'm2s': [4, 5]}","{'accusative': [0, 1]}"
466,mbh03_14429.xml,"m6s,pre[2] a2s,fvs,x1s,i","kasya,asi,suBage,tvam,iti",5,1,{},{}
467,mbh12_26072.xml,"m2s,f1s,i,prf a3s","tam,SacI,prati,uvAca",4,1,{},{}
468,mbh12_26151.xml,"i,i,x2s,m6s,i,prf a3s","snAtvA,ca,AtmAnam,pApmanaH,mokzyAm,Asa",6,1,"{'i': [0, 1, 4]}",{}
470,mbh03_14443.xml,"iic,iic,m1s,i,m1s,f3s,i,i,f3s,i,ipf[2] a3s,iic,iic,f3s","pari,A,SvastaH,ca,rAjA,tayA,eva,saha,SibikayA,pra,ayAt,a,vi,GAwitayA",14,1,"{'i': [3, 6, 7, 9], 'm1s': [2, 4], 'f3s': [5, 8, 13], 'iic': [0, 1, 11, 12]}","{'instrumental': [2, 3, 4], 'nominative': [0, 1]}"
471,mbh03_14482.xml,"i,i,x4s,m1p,m1p","sarvaTA,eva,me,vaDyAH,maRqUkAH",5,0,"{'i': [0, 1], 'm1p': [3, 4]}","{'nominative': [0, 1]}"
472,mbh03_14662.xml,"n2s,pre[6] a3s,f2s,i,m1s,n6s,n6s","divam,spfSati,BUmim,ca,SabdaH,puRyasya,karmaRaH",7,1,"{'n6s': [5, 6]}","{'accusative': [0, 1], 'genitive': [3, 4]}"
473,mbh03_14445.xml,"i,i,n1s,i,ipf[4] a3s","na,anyat,kim,cana,apaSyat",5,1,"{'i': [0, 1, 3]}",{}
474,mbh12_25975.xml,"m1s,m3p,m3p,n4s,i","hitaH,devEH,mAnuzEH,jagate,iti",5,0,"{'m3p': [1, 2]}","{'instrumental': [1, 2]}"
475,mbh03_14495.xml,"m2s,m2s,des ipv m2s,i","enam,rAjAnam,SuSrUzasva,iti",4,1,"{'m2s': [0, 1]}","{'accusative': [0, 1]}"
476,mbh03_14542.xml,"i,i,ipv p3s,i","sADu,prati,gamyatAm,iti",4,1,"{'i': [0, 1, 3]}",{}
477,mbh12_13970.xml,"iic,f1s,n1s,iic,m1s,iic,iic,n1s,n1s","a,hiMsA,satyam,a,kroDaH,sarva,ASrama,gatam,tapaH",9,0,"{'n1s': [2, 7, 8], 'iic': [0, 3, 5, 6]}","{'nominative': [0, 1, 2, 3, 4]}"
478,mbh03_14676.xml,"i,iic,m3s,i,m3s,m7s,m1s,iic,m1s,m1s,n5s,n5s,iic,iic,i,i,m2s,iic,m1s,i","nanu,devakI,putreRa,api,kfzReRa,narake,majjamAnaH,rAja,fziH,nfgaH,tasmAt,kfcCrAt,sam,ut,hftya,punaH,svargam,prati,pAditaH,iti",20,0,"{'i': [0, 3, 14, 15, 19], 'm1s': [6, 8, 9, 18], 'm3s': [2, 4], 'n5s': [10, 11], 'iic': [1, 7, 12, 13, 17]}","{'instrumental': [0, 1], 'ablative': [6, 7], 'nominative': [3, 4, 5, 9]}"
479,mbh12_13974.xml,"iic,f1s,m1s,m1s,iic,iic,n7s,m1s","uYCa,vfttiH,gfhasTaH,yaH,sva,Darma,caraRe,rataH",8,0,"{'m1s': [2, 3, 7], 'iic': [0, 4, 5]}","{'nominative': [0, 1, 2, 4]}"
480,mbh12_26161.xml,"n6s,m7s,n1s,n6s,m1s,iic,m1s,i,iic,m1s","tasya,merO,tapaH,tapyataH,samudraH,A,hUtaH,na,A,gataH",10,0,"{'m1s': [4, 6, 9], 'n6s': [0, 3], 'iic': [5, 8]}","{'genitive': [0, 3], 'nominative': [2, 4, 5, 6]}"
481,mbh03_14455.xml,"i,iic,f1s,m1s,m1s,iic,n2s,iic,n2s,ipf[4] a3s","aTa,kzut,tfzRA,arditaH,SrAntaH,ati,mAtram,atimukta,AgAram,apaSyat",10,1,"{'n2s': [6, 8], 'm1s': [3, 4], 'iic': [1, 5, 7]}","{'accusative': [3, 4], 'nominative': [0, 1, 2]}"
482,mbh12_13977.xml,"iic,m1p,i,iic,m2s,iic,m1p,n2p,n2p,iic,n2p,i,i,n7p,n7p,iic,iic,iic,iic,iic,n7p,m1p,i,i,pre[1] a3p","vAna,prasTAH,Kalu,fzi,Darmam,anu,sarantaH,puRyAni,tIrTAni,nadI,prasravaRAni,su,vi,viktezu,araRyezu,mfga,mahiza,varAha,sfmara,gaja,AkIrRezu,tapasyantaH,anu,sam,caranti",25,1,"{'i': [2, 11, 12, 22, 23], 'm1p': [1, 6, 21], 'n2p': [7, 8, 10], 'n7p': [13, 14, 20], 'iic': [0, 3, 5, 9, 15, 16, 17, 18, 19]}","{'accusative': [1, 3, 4, 5], 'nominative': [0, 2, 9], 'locative': [6, 7, 8]}"
483,mbh12_26145.xml,"m1s,i,m2s,ipf[2] a3s,i,i,pre[1] m2s,i","dakzaH,ca,enam,abravIt,na,samam,vartase,iti",8,2,"{'i': [1, 4, 5, 7]}",{}
484,mbh12_13972.xml,"iic,iic,iic,f1s,m6s,n1s,iic,m7s","tri,varga,guRa,nirvfttiH,yasya,nityam,gfha,ASrame",8,0,"{'iic': [0, 1, 2, 6]}","{'nominative': [0, 2]}"
485,mbh03_14582.xml,"m2s,ipv[2] a2s,x1s,iic,n5s,iic,m1s,i,m2s,m3p,iic,m3p","tam,jahi,tvam,mad,vacanAt,pra,nunnaH,tUrRam,priyam,sAyakEH,Gora,rUpEH",12,1,"{'m2s': [0, 8], 'iic': [3, 5, 10], 'm3p': [9, 11]}","{'accusative': [0, 3], 'instrumental': [4, 5]}"
486,mbh12_26004.xml,"iic,iic,iic,iic,m3s,i,m3s,i,n3s,i,x2s,iic,i,iic,f1s,f1s,n7s,m6s,iic,f1s","kratu,vaDa,pra,Apta,manyunA,ca,dakzeRa,BUyaH,tapasA,ca,AtmAnam,sam,yojya,netra,AkftiH,anyA,lalAwe,rudrasya,ut,pAditA",20,0,"{'i': [5, 7, 9, 12], 'f1s': [14, 15, 19], 'm3s': [4, 6], 'iic': [0, 1, 2, 3, 11, 13, 18]}","{'instrumental': [0, 1, 2], 'nominative': [3, 4, 7]}"
487,mbh03_14634.xml,"m2s,ipv[6] a2s,i","tam,pfcCa,iti",3,1,{},{}
488,mbh03_14448.xml,"i,ipf[2] a3p,f1p,f1p","aTa,abruvan,tAH,striyaH",4,1,"{'f1p': [2, 3]}","{'nominative': [0, 1]}"
489,mbh12_26154.xml,"iic,iic,n7s,iic,m1s,iic,iic,iic,n2s,n2s,cau pre a3s","pOrRa,mAsI,mAtre,aDi,sTitaH,meGa,leKA,prati,Cannam,vapuH,darSayati",11,1,"{'n2s': [8, 9], 'iic': [0, 1, 3, 5, 6, 7]}","{'accusative': [2, 3]}"
490,mbh03_14570.xml,"m1p,i,nvs,m1s,i,m1p,x4s,i,i,m1p,f1p,i","ikzvAkavaH,yadi,brahman,dalaH,vA,vi,DeyAH,me,yadi,vA,anye,viSaH,api",12,0,"{'i': [1, 4, 7, 8, 11], 'm1p': [0, 5, 9]}","{'nominative': [0, 2, 3, 4, 5]}"
491,mbh12_26051.xml,"m1p,m2s,ipf[2] a3p,iic,m2s,iic,iic,n2s,m1s,i,pre[1] a3s,i","te,tam,abruvan,SarIra,parityAgam,loka,hita,ArTam,BagavAn,kartum,arhati,iti",12,2,"{'i': [9, 11], 'iic': [3, 5, 6], 'm2s': [1, 4]}","{'accusative': [1, 2, 3], 'nominative': [0, 4]}"
492,mbh12_25980.xml,"n1s,m6p,f1s,pre p3s,iic,m6p,n3s,x1s,m1s,i,iic,m1s","haviH,mantrARAm,sampUjA,vidyate,deva,manuzyARAm,anena,tvam,hotA,iti,ni,yuktaH",12,1,"{'m6p': [1, 5], 'm1s': [8, 11], 'iic': [4, 10]}","{'genitive': [1, 3], 'nominative': [0, 2, 5, 6]}"
493,mbh12_26129.xml,"m1s,m3p,m1s,m3s,m3s,n7s,m1s,iic,iic,m1s,iic,m1s","sa,BaradvAjena,sa,salilena,pARinA,urasi,tAqitaH,sa,lakzaRa,uraskaH,sam,vfttaH",12,0,"{'m1s': [0, 2, 6, 9, 11], 'm3s': [3, 4], 'iic': [7, 8, 10]}","{'instrumental': [1, 3, 4], 'nominative': [0, 2, 6, 7, 8]}"
494,mbh03_14636.xml,"m1s,x3p,m1s","saH,asmABiH,pfzwaH",3,0,"{'m1s': [0, 2]}","{'nominative': [0, 1]}"
495,mbh03_14578.xml,"n2s,i,x4s,m2s,iic,m2s,m2s,m3s,i,ipv[1] a2s,iic,m2s","ekam,hi,me,sAyakam,citra,rUpam,digDam,vizeRa,A,hara,sam,gfhItam",12,1,"{'i': [1, 8], 'iic': [4, 10], 'm2s': [3, 5, 6, 11]}","{'accusative': [0, 1, 2, 3, 5]}"
496,mbh12_25986.xml,"m7s,iic,m7s,m1s,pre[3] a3s,m1s,m1s,iic,n7s,iic,f2s,pre[3] a3s","agnO,sam,idDe,sa,juhoti,yaH,vidvAn,brAhmaRa,muKe,dAna,Ahutim,juhoti",12,1,"{'m7s': [0, 2], 'm1s': [3, 5, 6], 'iic': [1, 7, 9], 'pre[3] a3s': [4, 11]}","{'nominative': [2, 3, 4], 'locative': [0, 1, 5]}"
498,mbh12_13955.xml,"iic,iic,m6p,iic,m6p,iic,iic,iic,m6p,iic,m1s,i,pre p3s","sam,A,vfttAnam,sa,dArARAm,sahaDarma,carya,Pala,arTinAm,gfha,ASramaH,vi,DIyate",13,1,"{'m6p': [2, 4, 8], 'iic': [0, 1, 3, 5, 6, 7, 9]}","{'genitive': [0, 1, 2]}"
499,mbh03_14494.xml,"ipf[2] a3s,i,f2s","abravIt,ca,enAm",3,1,{},{}
500,mbh03_14446.xml,"i,iic,m1s,m6s,iic,f2p,f2p,ipf[6] a3s","aTa,praDAna,amAtyaH,tasya,aByASa,carAH,striyaH,apfcCat",8,1,"{'f2p': [5, 6], 'iic': [1, 4]}","{'accusative': [2, 3]}"
501,mbh12_26142.xml,"m1s,ipf[2] a3s,m1s,m2s,iic,fut a3s,i","saH,abravIt,yakzmA,enam,A,vekzyati,iti",7,2,"{'m1s': [0, 2]}","{'nominative': [0, 1]}"
502,mbh12_13964.xml,"i,i,i,iic,f3p,f1p,pre p3p,m3s,m1p,iic,iic,iic,n3s,m1p","api,ca,atra,yajYa,kriyABiH,devatAH,prIyante,nivApena,pitaraH,veda,aByAsa,SravaRa,DAraRena,fzayaH",14,1,"{'i': [0, 1, 2], 'm1p': [8, 13], 'iic': [3, 9, 10, 11]}","{'instrumental': [0, 2, 4], 'nominative': [1, 3, 5]}"
